work_id,title,publication_year,citations_2002,mean_citations_2007_2009,change
https://openalex.org/W2074392440,Is a race to the bottom rational? Evidence from a differential game,1999,0,0.0,0.0
https://openalex.org/W3122975132,Auction mechanisms and the measurement of WTP and WTA,2001,0,0.0,0.0
https://openalex.org/W2273292222,Testing neoclassical competitive market theory in the field,2002,0,0.0,0.0
https://openalex.org/W2541744363,Have Air Pollutant Emissions Converged Amongst U.S. Regions,1999,0,0.0,0.0
https://openalex.org/W3124366008,The environmental Kuznets curve: does one size fit all,1999,0,0.0,0.0
https://openalex.org/W1014439265,Commitment Costs and the Basic Independence Assumption: Evidence from the Field,2002,0,0.0,0.0
https://openalex.org/W3121151454,Market share instability: an application of unit root tests to the cigarette industry,2001,0,0.0,0.0
https://openalex.org/W3124005821,The Environmental Kuznets Curve: Real Progress or Misspecified Models?,2002,0,0.0,0.0
https://openalex.org/W1607125103,Optimal Institutional Arrangements for Pollution Control,1996,1,0.6666666666666666,-0.33333333333333337
https://openalex.org/W4230818025,Have Air Pollutant Emissions Converged Among U.S. Regions? Evidence from Unit Root Tests,1999,1,0.6666666666666666,-0.33333333333333337
https://openalex.org/W2150802554,Optimal Institutional Arrangements for Transboundary Pollutants in a Second-Best World: Evidence from a Differential Game with Asymmetric Players,2000,1,0.6666666666666666,-0.33333333333333337
https://openalex.org/W1488916263,Environmental Protection and Economic Growth: What Do the Residuals Tell Us?,2000,3,2.6666666666666665,-0.3333333333333335
https://openalex.org/W2548269444,Environmental Regulations and New Plant Location Decisions: Evidence from a Meta-Analysis,2002,2,0.0,-2.0
https://openalex.org/W2074055764,Ranking State Environmental Outputs: Evidence from Panel Data,2000,2,0.0,-2.0
https://openalex.org/W2266260179,Politics and environmental policy: theory and evidence from U.S. states,2002,3,0.3333333333333333,-2.6666666666666665
https://openalex.org/W2086118679,The Effects of Environmental Regulations on Foreign Direct Investment,2000,15,11.0,-4.0
