author_id,author_name,hit_work_id,hit_title,hit_publication_year,hit_type,hit_cited_by_count,economics_portfolio_citations,economics_portfolio_works,hit_share,author_position_on_hit,subfield_name,topic_name,hit_author_count,prior_works,prior_cited_works,prior_citations
https://openalex.org/A5084654258,Brian J. Loasby,https://openalex.org/W2137358449,An Evolutionary Theory of Economic Change.,1983,article,21725,25214,68,0.8616244943285476,first,Economics and Econometrics,Economic theories and models,3,13,11,1532
https://openalex.org/A5018872515,David Weil,https://openalex.org/W2166974667,A Contribution to the Empirics of Economic Growth,1992,article,15000,22424,69,0.668926150552979,last,Economics and Econometrics,Economic Growth and Productivity,3,10,8,789
https://openalex.org/A5045313082,Andrew Levin,https://openalex.org/W1978775682,Unit root tests in panel data: asymptotic and finite-sample properties,2002,article,12566,21751,148,0.5777205645717438,first,Economics and Econometrics,Spatial and Panel Data Analysis,3,31,29,4055
https://openalex.org/A5031195893,Julian P. T. Higgins,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,21513,17,0.8387951471203459,last,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,13,7,2631
https://openalex.org/A5026185670,Olympia Bover,https://openalex.org/W2035554302,Another look at the instrumental variable estimation of error-components models,1995,article,19198,21275,62,0.9023736780258519,last,Economics and Econometrics,Spatial and Panel Data Analysis,2,9,6,448
https://openalex.org/A5053750539,An‐Wen Chan,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,20932,27,0.8620772023695776,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,5,3,309
https://openalex.org/A5015955757,Jonathan A C Sterne,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,20853,33,0.8653431160984031,first,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,21,7,1866
https://openalex.org/A5101403147,Richard J. Smith,https://openalex.org/W1966910378,Bounds testing approaches to the analysis of level relationships,2001,article,19122,20794,19,0.9195921900548235,last,"General Economics, Econometrics and Finance",Monetary Policy and Economic Impact,3,10,9,1404
https://openalex.org/A5084268825,Miguel A. Hernán,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,20446,20,0.882568717597574,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,9,2,343
https://openalex.org/A5109487711,Katarina Jusélius,https://openalex.org/W1587141723,MAXIMUM LIKELIHOOD ESTIMATION AND INFERENCE ON COINTEGRATION — WITH APPLICATIONS TO THE DEMAND FOR MONEY,1990,article,14045,20251,112,0.6935459977285072,last,"General Economics, Econometrics and Finance",Monetary Policy and Economic Impact,2,5,5,181
https://openalex.org/A5038409870,Peter Jüni,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,20198,31,0.8934052876522428,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,13,6,1427
https://openalex.org/A5077388783,Penny Whiting,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,19855,22,0.9088390833543188,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,12,2,24
https://openalex.org/A5060375617,Craig Ramsay,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,19708,33,0.915618023137812,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,21,10,1056
https://openalex.org/A5029738421,David Henry,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,19673,47,0.9172469882580186,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,37,31,1248
https://openalex.org/A5033832195,Barry C. Field,https://openalex.org/W2175723801,Governing the Commons: The Evolution of Institutions for Collective Action,1992,article,19137,19511,20,0.9808313259187125,first,Economics and Econometrics,Economic Theory and Institutions,2,9,5,121
https://openalex.org/A5049611346,Barnaby C Reeves,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,19286,20,0.9356528051436275,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,12,6,1057
https://openalex.org/A5009420648,Jonathan J Deeks,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,19144,26,0.9425929795236105,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,17,11,780
https://openalex.org/A5070111795,Pasqualina Santaguida,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,18987,18,0.9503871069679254,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,17,6,942
https://openalex.org/A5065028933,Isabelle Boutron,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,18879,22,0.9558239313522962,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,9,8,385
https://openalex.org/A5035644440,George A. Wells,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,18825,41,0.9585657370517928,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,33,14,720
https://openalex.org/A5109313491,Mohammed Ansari,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,18764,21,0.9616819441483693,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,13,3,258
https://openalex.org/A5103360489,Andrew Weiss,https://openalex.org/W1546523058,Credit Rationing in Markets with Imperfect Information,1981,article,12860,18625,55,0.6904697986577181,last,Finance,"Banking stability, regulation, efficiency",2,3,3,737
https://openalex.org/A5023729007,Nancy D Berkman,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,18623,34,0.9689631101326317,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,25,9,554
https://openalex.org/A5072810129,James R. Carpenter,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,18607,23,0.9697963132154566,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,5,3,203
https://openalex.org/A5084768823,Gordon Tullock,https://openalex.org/W2089314759,"Exit, Voice and Loyalty: Responses to Decline in Firms, Organizations, and States.",1970,article,11034,18589,120,0.5935768465221367,first,Economics and Econometrics,Economic Theory and Institutions,2,19,16,3878
https://openalex.org/A5019884843,Scott Baker,https://openalex.org/W3126081245,Measuring Economic Policy Uncertainty*,2016,article,11387,18371,92,0.6198356104730282,first,Economics and Econometrics,Market Dynamics and Volatility,3,39,31,2169
https://openalex.org/A5035597551,Meera Viswanathan,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,18288,27,0.9867125984251969,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,25,5,243
https://openalex.org/A5049972945,Rachel Churchill,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,18227,15,0.9900148131892248,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,10,6,180
https://openalex.org/A5034465718,Ian Shrier,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,18144,8,0.9945436507936508,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,3,3,56
https://openalex.org/A5068121257,Hannah R. Rothstein,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,18102,4,0.9968511766655618,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,3,3,57
https://openalex.org/A5072911500,Yoon K. Loke,https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,article,18045,18093,7,0.9973470402918255,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",35,5,4,48
https://openalex.org/A5103002387,Avinash Dixit,https://openalex.org/W1995503011,Investment Under Uncertainty.,1994,article,9867,17866,15,0.5522780700772417,middle,Economics and Econometrics,Economic theories and models,3,12,10,7999
https://openalex.org/A5103231182,Peter Schmidt,https://openalex.org/W1588163064,Testing the null hypothesis of stationarity against the alternative of a unit root,1992,article,12417,17309,55,0.7173724651915189,middle,Finance,Financial Risk and Volatility Modeling,4,14,13,1049
https://openalex.org/A5113850381,Sherwin Rosen,https://openalex.org/W2051688880,Hedonic Prices and Implicit Markets: Product Differentiation in Pure Competition,1974,article,10483,16735,64,0.6264117119808784,first,Economics and Econometrics,Housing Market and Economics,1,8,5,823
https://openalex.org/A5017670482,William M. Dugger,https://openalex.org/W2566856888,The Economic Institutions of Capitalism,1987,article,14988,16613,80,0.9021850358153254,first,Economics and Econometrics,Economic Theory and Institutions,1,25,20,875
https://openalex.org/A5047944478,Claire Gudex,https://openalex.org/W1990166011,Development and preliminary testing of the new five-level version of EQ-5D (EQ-5D-5L),2011,article,9731,16577,35,0.5870181576883634,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",8,22,21,4592
https://openalex.org/A5031114648,Andrew Lloyd,https://openalex.org/W1990166011,Development and preliminary testing of the new five-level version of EQ-5D (EQ-5D-5L),2011,article,9731,16510,62,0.5894003634161115,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",8,14,13,913
https://openalex.org/A5103872562,Mariah Farrell,https://openalex.org/W2162180338,The Measurement of Productive Efficiency,1957,article,15920,16282,14,0.9777668591082177,first,Economics and Econometrics,Economic Growth and Productivity,1,4,4,103
https://openalex.org/A5071194921,D. O’Brien,https://openalex.org/W1973308529,Markets and Hierarchies: Analysis and Antitrust Implications.,1976,article,13767,15935,72,0.8639472858487606,first,Economics and Econometrics,Merger and Competition Analysis,2,3,3,153
https://openalex.org/A5109548038,Kyung So Im,https://openalex.org/W2117513178,Testing for unit roots in heterogeneous panels,2003,article,14790,15668,12,0.9439622159816186,first,"General Economics, Econometrics and Finance",Monetary Policy and Economic Impact,3,3,3,661
https://openalex.org/A5047977076,Gouke J. Bonsel,https://openalex.org/W1990166011,Development and preliminary testing of the new five-level version of EQ-5D (EQ-5D-5L),2011,article,9731,14817,61,0.6567456300195721,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",8,35,34,4184
https://openalex.org/A5034703281,Sendhil Mullainathan,https://openalex.org/W2096684396,How Much Should We Trust Differences-In-Differences Estimates?,2004,article,10364,14563,50,0.711666552221383,last,Economics and Econometrics,Spatial and Panel Data Analysis,3,7,6,750
https://openalex.org/A5091789121,David E. Runkle,https://openalex.org/W2061160212,On the Relation between the Expected Value and the Volatility of the Nominal Excess Return on Stocks,1993,article,8606,14461,34,0.5951179033261876,last,Finance,Financial Markets and Investment Strategies,3,19,18,2049
https://openalex.org/A5027748495,Talcott Parsons,https://openalex.org/W2153656501,The Theory of Social and Economic Organization.,1948,article,11452,14458,25,0.7920874256467008,last,Economics and Econometrics,Economic Theory and Institutions,4,11,10,557
https://openalex.org/A5110382351,Bert Metz,https://openalex.org/W1522296012,Climate Change 2001: The Scientific Basis,2002,article,12979,14380,24,0.9025730180806676,last,Economics and Econometrics,Climate Change Policy and Economics,4,6,6,394
https://openalex.org/A5006750775,Michael Herdman,https://openalex.org/W1990166011,Development and preliminary testing of the new five-level version of EQ-5D (EQ-5D-5L),2011,article,9731,14344,52,0.6784021193530396,first,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",8,16,14,3515
https://openalex.org/A5032189601,Daniel B. Nelson,https://openalex.org/W1999814123,Conditional Heteroskedasticity in Asset Returns: A New Approach,1991,article,10302,14257,16,0.7225924107455987,first,Finance,Financial Risk and Volatility Modeling,1,4,4,2473
https://openalex.org/A5091811976,Xavier Badı́a,https://openalex.org/W1990166011,Development and preliminary testing of the new five-level version of EQ-5D (EQ-5D-5L),2011,article,9731,14079,42,0.6911712479579516,last,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",8,33,29,4169
https://openalex.org/A5022665670,Philip H. Dybvig,https://openalex.org/W2157509893,"Bank Runs, Deposit Insurance, and Liquidity",1983,article,9307,13305,69,0.699511461856445,last,Finance,"Banking stability, regulation, efficiency",2,5,5,375
https://openalex.org/A5113725407,A. M. Henderson,https://openalex.org/W2153656501,The Theory of Social and Economic Organization.,1948,article,11452,13165,6,0.8698822635776681,middle,Economics and Econometrics,Economic Theory and Institutions,4,3,3,74
https://openalex.org/A5086246320,Charles E. Lindblom,https://openalex.org/W2313563931,"The Science of ""Muddling Through""",1959,article,8102,13079,21,0.6194663200550501,first,Economics and Econometrics,Economic theories and models,1,9,7,794
https://openalex.org/A5016024634,J. T. Houghton,https://openalex.org/W1522296012,Climate Change 2001: The Scientific Basis,2002,article,12979,13068,10,0.9931894704621977,middle,Economics and Econometrics,Climate Change Policy and Economics,4,4,3,50
https://openalex.org/A5081956728,David Parkin,https://openalex.org/W1990166011,Development and preliminary testing of the new five-level version of EQ-5D (EQ-5D-5L),2011,article,9731,13034,63,0.7465858523860672,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",8,27,25,2431
https://openalex.org/A5070570974,Chia-Shang James Chu,https://openalex.org/W1978775682,Unit root tests in panel data: asymptotic and finite-sample properties,2002,article,12566,13032,13,0.9642418661755678,last,Economics and Econometrics,Spatial and Panel Data Analysis,3,6,5,419
https://openalex.org/A5101796767,Chien‐Fu Lin,https://openalex.org/W1978775682,Unit root tests in panel data: asymptotic and finite-sample properties,2002,article,12566,13027,11,0.9646119597758501,middle,Economics and Econometrics,Spatial and Panel Data Analysis,3,6,4,434
https://openalex.org/A5060784459,John C. Narver,https://openalex.org/W2001579773,The Effect of a Market Orientation on Business Profitability,1990,article,7859,12191,9,0.6446558936920679,first,Economics and Econometrics,Firm Innovation and Growth,2,7,3,73
https://openalex.org/A5032795128,David Soskice,https://openalex.org/W3125715642,Varieties of Capitalism: The Institutional Foundations of Comparative Advantage,2003,article,7598,11879,39,0.6396161293038135,last,"General Economics, Econometrics and Finance",Economic Theory and Policy,3,15,14,3490
https://openalex.org/A5086297597,Brian C. O’Neill,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,11837,58,0.5240348061164146,middle,Economics and Econometrics,Climate Change Policy and Economics,46,37,32,4909
https://openalex.org/A5055801778,Nico Bauer,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,11412,70,0.5435506484402384,middle,Economics and Econometrics,Climate Change Policy and Economics,46,35,30,1672
https://openalex.org/A5111370678,R. Kerry Turner,https://openalex.org/W2130509491,Changes in the global value of ecosystem services,2014,article,5965,11296,42,0.5280630311614731,last,Economics and Econometrics,Economic and Environmental Valuation,8,33,30,4967
https://openalex.org/A5088947425,Alexander Popp,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,11257,39,0.5510349116105534,middle,Economics and Econometrics,Climate Change Policy and Economics,46,6,5,500
https://openalex.org/A5059704705,Donald R. Gorham,https://openalex.org/W2020844317,The Brief Psychiatric Rating Scale,1962,article,10888,11118,5,0.9793128260478503,last,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",2,3,3,202
https://openalex.org/A5019507985,Ray Ball,https://openalex.org/W2081432842,An Empirical Evaluation of Accounting Income Numbers,1968,article,6510,11100,89,0.5864864864864865,first,Economics and Econometrics,Housing Market and Economics,2,32,26,672
https://openalex.org/A5053384308,Silvana Tenreyro,https://openalex.org/W2100130392,The Log of Gravity,2006,article,5918,11023,74,0.5368774380840061,last,"General Economics, Econometrics and Finance",Global trade and economics,2,18,16,645
https://openalex.org/A5002375158,Peter C Gøtzsche,https://openalex.org/W2171811563,SPIRIT 2013 explanation and elaboration: guidance for protocols of clinical trials,2013,article,6963,10989,15,0.6336336336336337,middle,Economics and Econometrics,"Health Systems, Economic Evaluations, Quality of Life",13,8,6,4000
https://openalex.org/A5006144255,Shilpa Rao,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,10897,17,0.5692392401578416,middle,Economics and Econometrics,Climate Change Policy and Economics,46,14,12,3567
https://openalex.org/A5103148169,Toshihiko Masui,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,10870,84,0.570653173873045,middle,Economics and Econometrics,Climate Change Policy and Economics,46,41,38,1936
https://openalex.org/A5036244319,John P. Weyant,https://openalex.org/W2054653365,The next generation of scenarios for climate change research and assessment,2010,article,6601,10814,72,0.6104124283336416,middle,Economics and Econometrics,Climate Change Policy and Economics,19,35,32,2058
https://openalex.org/A5076888374,Johannes Emmerling,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,10773,72,0.5757913301772951,middle,Economics and Econometrics,Climate Change Policy and Economics,46,3,1,67
https://openalex.org/A5029098577,Katherine Calvin,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,10718,55,0.5787460347079679,middle,Economics and Econometrics,Climate Change Policy and Economics,46,41,35,2281
https://openalex.org/A5089743071,Robert Waldmann,https://openalex.org/W2050643653,Noise Trader Risk in Financial Markets,1990,article,6313,10698,44,0.5901103009908394,last,Finance,Financial Markets and Investment Strategies,4,5,5,473
https://openalex.org/A5000264408,Paul J. H. Schoemaker,https://openalex.org/W2102469678,Strategic assets and organizational rent,1993,article,8278,10669,13,0.7758927734558065,last,Finance,Capital Investment and Risk Analysis,2,4,4,651
https://openalex.org/A5057510775,Laurent Drouet,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,10666,62,0.5815675979748735,middle,Economics and Econometrics,Climate Change Policy and Economics,46,25,17,237
https://openalex.org/A5025513758,Douglas O. Staiger,https://openalex.org/W2165144879,Instrumental Variables Regression with Weak Instruments,1997,article,7201,10664,30,0.6752625656414104,first,"General Economics, Econometrics and Finance",Monetary Policy and Economic Impact,2,3,3,255
https://openalex.org/A5071371826,Ronald S. Burt,https://openalex.org/W2321650456,Structural Holes: The Social Structure of Competition,1995,article,7942,10618,7,0.7479751365605576,last,Economics and Econometrics,Economic Theory and Institutions,2,4,4,2673
https://openalex.org/A5059209375,Jesús Crespo Cuaresma,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,10601,195,0.585133477973776,middle,Economics and Econometrics,Climate Change Policy and Economics,46,144,118,3744
https://openalex.org/A5000089168,W. Neil Adger,https://openalex.org/W2530597942,"Climate Change 2014: Impacts,Adaptation, and Vulnerability. Part A: Global and Sectoral Aspects. Contribution of Working Group II to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change",2014,article,5958,10576,28,0.5633509833585476,middle,Economics and Econometrics,Climate Change Policy and Economics,22,25,19,4585
https://openalex.org/A5059133698,Timothy R. Carter,https://openalex.org/W2054653365,The next generation of scenarios for climate change research and assessment,2010,article,6601,10559,11,0.6251538971493512,middle,Economics and Econometrics,Climate Change Policy and Economics,19,4,3,160
https://openalex.org/A5024881899,Stephen Färber,https://openalex.org/W2130509491,Changes in the global value of ecosystem services,2014,article,5965,10558,73,0.5649744269748058,middle,Economics and Econometrics,Economic and Environmental Valuation,8,71,30,4450
https://openalex.org/A5010699608,Nathaniel Beck,https://openalex.org/W2034301206,What To Do (and Not to Do) with Time-Series Cross-Section Data,1995,article,6585,10499,43,0.627202590722926,first,Economics and Econometrics,Fiscal Policies and Political Economy,2,19,16,782
https://openalex.org/A5073252257,Marian Leimbach,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,10460,61,0.5930210325047801,middle,Economics and Econometrics,Climate Change Policy and Economics,46,37,33,2088
https://openalex.org/A5072846443,João Santos Silva,https://openalex.org/W2100130392,The Log of Gravity,2006,article,5918,10338,49,0.5724511510930548,first,"General Economics, Econometrics and Finance",Global trade and economics,2,10,9,395
https://openalex.org/A5015997009,Kristie L. Ebi,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,10288,17,0.6029354587869362,middle,Economics and Econometrics,Climate Change Policy and Economics,46,6,3,2971
https://openalex.org/A5073172028,Armen A. Alchian,https://openalex.org/W2043593255,"Vertical Integration, Appropriable Rents, and the Competitive Contracting Process",1978,article,5884,10243,22,0.5744410817143415,last,Economics and Econometrics,Climate Change Policy and Economics,3,14,13,4325
https://openalex.org/A5013430806,Frank Windmeijer,https://openalex.org/W2988039629,A finite sample correction for the variance of linear efficient two-step GMM estimators,2004,article,5691,10214,76,0.5571764245153711,first,Economics and Econometrics,Spatial and Panel Data Analysis,1,24,21,1558
https://openalex.org/A5014488325,Raphael Amit,https://openalex.org/W2102469678,Strategic assets and organizational rent,1993,article,8278,10139,8,0.8164513265608048,first,Finance,Capital Investment and Risk Analysis,2,4,3,121
https://openalex.org/A5014041917,Peter Havlík,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,10137,71,0.6119167406530531,middle,Economics and Econometrics,Climate Change Policy and Economics,46,39,28,479
https://openalex.org/A5091397663,Richard J. Murnane,https://openalex.org/W2892380133,The Skill Content of Recent Technological Change: An Empirical Exploration,2003,article,5626,9703,29,0.5798206740183448,last,Economics and Econometrics,Economic Growth and Productivity,3,14,13,3845
https://openalex.org/A5079273943,Eduardo Borensztein,https://openalex.org/W3123888140,How does foreign direct investment affect economic growth?,1998,article,5871,9689,130,0.6059448859531428,first,Economics and Econometrics,Economic Growth and Productivity,3,46,32,801
https://openalex.org/A5025404425,Lavinia Baumstark,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,9683,36,0.6406072498192709,middle,Economics and Econometrics,Climate Change Policy and Economics,46,17,15,1014
https://openalex.org/A5082255432,Walter Willinger,https://openalex.org/W2105818147,On the self-similar nature of Ethernet traffic (extended version),1994,article,5249,9577,24,0.5480839511329226,middle,Economics and Econometrics,Complex Systems and Time Series Analysis,4,9,9,1937
https://openalex.org/A5061288273,Takashi Yamagata,https://openalex.org/W3123095200,Testing slope homogeneity in large panels,2007,article,5261,9542,55,0.5513519178369315,last,Economics and Econometrics,Spatial and Panel Data Analysis,2,10,10,168
https://openalex.org/A5112669993,George E. P. Box,https://openalex.org/W2093230975,On a measure of lack of fit in time series models,1978,article,5897,9518,7,0.6195629333893675,last,"General Economics, Econometrics and Finance",Monetary Policy and Economic Impact,2,4,4,2677
https://openalex.org/A5022364160,Raymond Vernon,https://openalex.org/W2071249181,International Investment and International Trade in the Product Cycle,1966,article,7476,9374,59,0.7975250693407296,first,"General Economics, Econometrics and Finance",Global trade and economics,1,10,7,82
https://openalex.org/A5032759683,Rob Dellink,https://openalex.org/W2410390527,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2016,article,6203,9285,102,0.668066774367259,middle,Economics and Econometrics,Climate Change Policy and Economics,46,97,68,2761
https://openalex.org/A5020576268,G. S. Maddala,https://openalex.org/W1969230115,A Comparative Study of Unit Root Tests with Panel Data and a New Simple Test,1999,article,6729,9225,47,0.729430894308943,first,"General Economics, Econometrics and Finance",Monetary Policy and Economic Impact,2,41,35,2290
https://openalex.org/A5016455866,Christopher B. Field,https://openalex.org/W2530597942,"Climate Change 2014: Impacts,Adaptation, and Vulnerability. Part A: Global and Sectoral Aspects. Contribution of Working Group II to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change",2014,article,5958,9223,19,0.6459937113737395,first,Economics and Econometrics,Climate Change Policy and Economics,22,10,6,2936
https://openalex.org/A5034105218,Steven K. Rose,https://openalex.org/W2054653365,The next generation of scenarios for climate change research and assessment,2010,article,6601,9088,38,0.7263424295774648,middle,Economics and Econometrics,Climate Change Policy and Economics,19,7,4,681
